,text,is_humor
15905,See also military alliance and business alliance.,0
15906,Dandelion flowers are often made into wine.,0
15907,This led to the development of the now widely used terms Free open source software and Commercial Open Source Software to distinguish between truly open and hybrid forms of open source.,0
15908,The Ediacaran Period represents the time from the end of global Marinoan glaciation to the first appearance worldwide of somewhat complicated trace fossils.,0
15909,The eastern boundary of Rensselaer County runs along the New York-Vermont and New York-Massachusetts borders.,0
15910,"It was used to convey passengers , as well as sheep and cattle from Tasmania.",0
15911,See also List of places in Thuringia.,0
15912,This is a template for extracting the full name of the topic from a keyword.,0
15913,"By the time of the Ming Dynasty , the name was again changed to Xi'an , meaning `` Western Peace '' , which has remained its name to the present day.",0
15914,"Today , Mali is one of the most politically and socially stable countries in Africa.",0
15915,"The upper side of the wings are black with the hind wing having two rows of submarginal spots : the first row , white ; and the second row , pink.",0
15916,Between 45 and 52 days is normal.,0
15917,"RaÃ­ , full name RaÃ­ Souza Vieira de Oliveira is a former Brazilian football midfielder.",0
15918,"Additionally , a station in Fredericton , New Brunswick reported 1.77 inches in two hours.",0
15919,The name is a portmanteau of the words `` NestlÃ© '' and `` cafÃ© ''.,0
15920,These patients first notice difficulty speaking clearly.,0
15921,Wild yaks can be brown or black.,0
15922,"An electric car company , Tesla Motors , named their company in tribute to Tesla.",0
15923,"The entire United States did not finally come under the influence of time zones until 1905 , when Detroit finally established standard time.",0
15924,The first malacostracans appeared in the Cambrian.,0
15925,Caravans must travel via oases so that supplies of water and food can be replenished.,0
15926,"His last known work is the decoration of PodestÃ  Chapel in the Bargello , Florence.",0
15927,The Korean alphabet hangul was also invented during this time by King Sejong the Great.,0
15928,"The Marco Polo sheep is a subspecies of argali sheep , named after Marco Polo.",0
15929,"It provides users three types of rollback functions and includes a full library of speedy deletion functions , user warnings , pseudo-automatic reporting of vandals , and much , much more.",0
15930,The age of cellular pathology was born.,0
15931,"Ladybird , ladybird , fly away home Your house is on fire and your children are gone All except one , and that 's Little Anne For she has crept under the warming pan . In parts of Northern Europe , tradition says that one 's wish is granted if a ladybird lands on oneself.",0
15932,"Several new train models followed the first , each generally with its own distinctive appearance.",0
15933,Vikidia is currently run by 21 administrators.,0
15934,The name is derived from railroad personae.,0
15935,"Born in Ajaccio , Corsica , she goes by the stage name AlizÃ©e - the feminine form of alizÃ© , the trade wind.",0
15936,The current crest is a modified version of the one first adopted in the 1920s.,0
15937,The first recorded use of Teal as a color name in English was in 1917.,0
15938,"In San Juan , Puerto Rico , the storm caused very little wind or rain.",0
15939,The Dannebrog was better liked than any.,0
15940,"The two entities may be of opposite sexes or not , or they may be hermaphroditic , as is the case with snails.",0
15941,Venera is the Russian name for Venus.,0
15942,In describing the alignment of the wood in the tree a distinction may be made.,0
15943,The mezzanine floor has long since disappeared.,0
15944,Corfu is home to the Ionian University.,0
15945,This bird also mimics other species sounds.,0
15946,"Meanwhile , Evanescence signed on with their first major label , Wind-up Records , and began work on their first album , Fallen.",0
15947,These units survived long enough in British Rail ownership to be allocated TOPS Class 403.,0
15948,Little cigars differ greatly from regular cigars.,0
15949,"Back during the 19th century , Net.",0
15950,"Its name comes from Norse mythology , where Thrymr is a Jotun or frost giant.",0
15951,The origin of the name is uncertain.,0
15952,Sofia Lovisa GrÃ¥Ã¥ had ben the first woman who was principal of this school alone.,0
15953,"In 2000 , an open source application and open standards-based protocol called Jabber was launched.",0
15954,"The center of this cult was in uten-ha/Sa-ka / Cynopolis , a place whose Greek name simply means `` city of dogs ''.",0
15955,"Many different variations of popularity exist , and many ways in which to gain it.",0
15956,"She first shaved her head to the scalp , then dressed her in a man 's cloak and sandals , and laid her down alone on a mattress in the dark.",0
15957,It may have been a tropical cyclone.,0
15958,The idea of the workhouse for the able bodied poor was first suggested in 1576.,0
15959,The fight lasted for almost two centuries.,0
15960,"In turn , this release adds in remixes of `` Disturbia '' and `` Take A Bow '' from the Reloaded edition but excludes the remix of `` If I Never See Your Face Again '' featuring Maroon 5.",0
15961,Her first recording for Decca was `` Lover Man '' and `` No More ''.,0
15962,"At the time of his death , his estate was worth an estimated $ 356,320.",0
15963,"There they signed a collective protest , and vowed their newspapers would continue to run.",0
15964,"Each of the explorers brought three assigned servants with him and between them they had five bullocks , three horses and two carts.",0
15965,Crispen also invented the first inclined stairlift.,0
15966,"In the United States and Canada , this time zone is generically called Mountain Time.",0
15967,It is home to Addis Ababa University.,0
15968,"Brian May , the only child of Harold and Ruth May , was born in Hampton , London and attended Hampton Grammar School.",0
15969,"Less often one will encounter half , or three-quarter , or otherwise modified , sharps.",0
15970,The Assembly session began in early December.,0
15971,Netanyahu is the first Israeli prime minister born after the State of Israel 's foundation.,0
15972,"As soon as one crosses a river , a different but closely related species appears.",0
15973,Flights as long as 1800 kilometers have been recorded by birds in competition pigeon racing.,0
15974,The seasons run from spring to fall.,0
15975,"Together with basil , it contributes much to the distinctive character of many Italian dishes.",0
15976,The early Spartans believed helmets were unnecessary and boxing prepared them for the inevitable blows to the head they would receive in battle.,0
15977,It was indeed worth the effort . '',0
15978,They store water in their succulent leaves.,0
15979,"He was well-known for providing an education to the children under his care , to the point where he was accused of raising the poor above their natural station in life.",0
15980,Females have a rufous breast and belly.,0
15981,This template extracts the current integer minute on two digits from the current UTC time.,0
15982,"Another reason is that if a person 's surname is well known due to their particular family 's history , he or she may choose to keep his or her birth surname . Yet another is the identity crisis people may experience when giving up their surname.",0
15983,The Document may contain zero Invariant Sections.,0
15984,A Military Depot was established not long after at Soldiers Flat near present day Billimari.,0
15985,Some soldiers during the First World War stated that it smelled faintly of May Blossom.,0
15986,Ukko also gave good luck for hunting.,0
15987,Administrators patrol this category from time to time and will respond to requests as appropriate.,0
15988,Players can hire a merchant using dark matter to trade one resource type for another.,0
15989,"It sold a record 2.4 million in its first week of release . An estimated 1.1 million of those sales were attributed to the first day of release , another record.",0
15990,"In the 19th Century , the boundary was set at the first abundant metazoan fossils.",0
15991,"In early 1872 came the first issue of the newspaper La Campana and Cafiero wrote for , and gave money towards the publication.",0
15992,"NBA TV offers basketball news every day , as well as programming showcasing basketball players ' individual lifestyles , life as a basketball team during an NBA season , famous games of the past , and live games typically four days a week during the NBA season.",0
15993,Explorer Charles Sturt was one of the first Europeans to visit the area in 1844.,0
15994,"They noisily move away from the shore when disturbed , giving them their common name.",0
15995,Tiny jellyfish swim away from the polyp and then grow and feed in the plankton.,0
15996,"Like a test tube , a cuvette may be open to the atmosphere on top or have a cap to seal it shut.",0
15997,"When hung between two supports and equipped with a belt , rope or cable , one or more sheaves make up a pulley.",0
15998,"From a viewpoint about one kilometre before the top of the pass , one can see the Swat Canal in the valley below.",0
15999,"At last this , the best period of his life , was brought to an end indirectly , by the overthrow of the liberal monarchy of Dom Pedro II in 1889.",0
16000,"The people live here without any discrimination of caste , color , language and religion.",0
16001,"During the climax Knowles is seen underwater moving upwards slowly in white clothing and when the chorus begins , Knowles opens her eyes.",0
16002,"A lot of young people see the double standards , they see what happens in Guantanamo Bay , and they just think that there isn't a just foreign policy . ''",0
16003,The sisters enter and are alarmed by the presence of strange men in their home.,0
16004,"When discussing mergers it is also wise to think of the long-term , such as the possibility of an article getting too long.",0
16005,And let 's use some dots too.,0
16006,"The Canadiens finished first in the NHA for the first time in 1913 - 14 , in a tie with the Toronto Blueshirts.",0
16007,"In mathematics , finite set is a set that has a finite number of elements.",0
16008,"Women do not eat sheep , fowls or eggs , and are not allowed to drink milk except when mixed with other things.",0
16009,In tables where the letters ISBN would be redundant the template may be used instead.,0
16010,Warner also set a Super Bowl record by attempting 45 passes without a single interception.,0
16011,New Delhi is the capital of India.,0
16012,"Kirby : Canvas Curse spans eight worlds , with all but one having three levels.",0
16013,"Soon after , three nomadic vampires - James , Victoria , and Laurent - arrive.",0
16014,Teasing is a word with many meanings.,0
16015,Growth accelerates in the first half of puberty and stops at the completion of puberty.,0
16016,Alabaster is a name applied to varieties of two distinct minerals : gypsum and calcite.,0
16017,In 1423 went to live in Lille.,0
16018,"The game features eight levels , and can be played by one or two players.",0
16019,"Banana bread is usually a quick bread : a sweet , cake-like bread which typically uses baking soda as the leavening agent instead of yeast ; however , there are some banana bread recipes that are traditional-style yeast breads.",0
16020,"In his later years , Hitler spoke of Poetsch as a `` great man . ''",0
16021,"Where convenient , the notation 24:00 may also be used to refer to midnight at the end of a given date - that is , 24:00 of some day is the same time as 00:00 of the following day.",0
16022,She was baptised on 14 May 1940.,0
16023,It was done in response to Ottawa 's Clint Benedict constantly falling to make saves.,0
16024,"It may result from mixing of seawater with fresh water , as in estuaries , or it may occur in brackish fossil aquifers.",0
16025,He became the first Prime Minister of Pakistan to complete a full term in office.,0
16026,Metric continued to work on their debut album in the first few months of 2001.,0
16027,Drum and bugle corps is a name used to describe two forms of marching units.,0
16028,The combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of classic chivalry.,0
16029,"Papatoetoe is a suburb of Manukau City , one of the four cities that make up the Auckland conurbation in northern New Zealand.",0
16030,C. Rajagopalachari was the first Chief Minister.,0
16031,The veins are lightly marked with black.,0
16032,A simpleton is one who is simple.,0
16033,The season introduced several new gameplay twists.,0
16034,Aguilera later said she was `` completely unaware of '' and `` didn't know if it a man or a woman . '',0
16035,Tom is bored with his dissolute life.,0
16036,"The true seals or earless seals are one of the three main groups of mammals within the seal suborder , Pinnipedia . All true seals are members of the family Phocidae.",0
16037,"Bush is the eldest son of President George H. W. Bush , who served as the 41st President , and Barbara Bush , making him one of only two American presidents to be the son of a preceding president.",0
16038,"The family contains just four species in two genera , one of which is monotypic.",0
16039,The production was well received by critics.,0
16040,"The three most significant choreographers of the company were Fokine , Nijinsky , and Massine.",0
16041,Luoyang was defended by three Chinese divisions.,0
16042,But I have too much anxiety ''.,0
16043,"Kayes Region is one of eight first level national subdivisions , called Regions in Mali.",0
16044,Two famous musicians of the 19th century were friends of Hugo : Berlioz and Liszt.,0
16045,The custom of gold-silver-bronze for the first three places dates from the 1904 games and has been copied for many other sporting events.,0
16046,"Key was born in Auckland , New Zealand , to George Key and Ruth Key.",0
16047,"Sweden was , between 1611 and 1718 , one of the great powers of Europe.",0
16048,By 1996 only a rough quarter of US households consisted of married couples with children.,0
16049,"US American and US-American is another option , and is a common demonym in German.",0
16050,Meher Baba said that Babajan was one of the five Perfect Masters of her time.,0
16051,"Others believe the name was originally Viashaw , meaning way or road through the wood.",0
16052,See talk page for examples and standards.,0
16053,"Little is known of Joseph Johns 's early life . Born in Cornwall , England around 1826 and raised as a Roman Catholic , he was the third of six children of blacksmith Thomas Johns and his wife Mary.",0
16054,"Nundle is a village in the New England region of New South Wales , Australia.",0
16055,"If the three samples are mostly zero , the transmitted bit was probably a zero , and if three samples are mostly one , the transmitted bit was probably a one.",0
16056,The overture is best known for its climactic volley of cannon fire and ringing chimes.,0
16057,"Plymouth is one of two county seats of Plymouth County , the other being Brockton.",0
16058,Modibo KeÃ¯ta was elected the first president.,0
16059,"Therefore , goes the theory , there must be something about glass that repels lightning.",0
16060,"The album , which represented half a decade 's worth of the band 's work , was edited by music producer Don Gilmore.",0
16061,"The band adopted the name Green Day , allegedly due to their fondness of marijuana.",0
16062,The great albatrosses take over a year to raise a chick from laying to fledging.,0
16063,"He brought Jehoahaz back to Egypt as his prisoner , where Jehoahaz ended his days.",0
16064,"Back at camp , Stephenie tried to pull the Koror girls into a female alliance while Caryn spilled the plot to the men.",0
16065,"Augustus H. Tulk , the first librarian , was appointed three months after the opening.",0
16066,From May to December 1840 Staunton edited a chess column for the New Court Gazette.,0
16067,"His madrigals include Weep , weep o mine eyes and Draw on , sweet night.",0
16068,She had her first exhibitions in 1991.,0
16069,"The closing credits show Mei and Satsuki 's mother returning home and feature scenes of Satsuki and Mei playing with other children , with Totoro and his friends as unseen observers.",0
16070,The town received its Hungarian name at this time from a castle steward named Suprun.,0
16071,"Give 'Em Enough Rope is the second album by The Clash , released in 1978.",0
16072,"The baleen whales , also called whalebone whales or great whales , form the Mysticeti , one of two suborders of the Cetacea.",0
16073,"In later years , Hitler viewed smoking as `` decadent '' and `` the wrath of the Red Man against the White Man , vengeance for having been given hard liquor , '' lamenting that `` so many excellent men have been lost to tobacco poisoning . ''",0
16074,"On his homepage , Gerber describes Trotter as an unpleasant character who `` drinks too much , eats like a pig , sleeps until noon , and owes everybody money . ''",0
16075,Critics noted that the characters acted differently from the way they would in later seasons.,0
16076,This is particularly true of minor keys.,0
16077,At first its name was Shahdad Kot District but after much protests by Qambar City it was renamed to Qambar Shahdad Kot District.,0
16078,"As of 2007 , a maximum of two builders can be inducted in one year.",0
16079,A good that is made available at zero price is not necessarily a free good.,0
16080,"The action begins ; the people speak , feel , and act ; everything that is said , felt , or done tends towards the entanglement or disentanglement of the plot ; and we are almost made actors as well as spectators of the little drama . ''",0
16081,None of the Olympic venues were damaged.,0
16082,"Companies may also take out strike insurance prior to an anticipated strike , to help offset the losses which the strike would cause.",0
16083,"The shortfin mako shark , the fastest shark and one of the fastest fish , can burst up to . The great white shark is also capable of bursts of speed.",0
16084,James also owns a dog named Butch.,0
16085,"Ceann means the head , or the end , and Torr means a round hill.",0
16086,All field names must be in lowercase.,0
16087,"The members of this sect , like the Mandaeans , wore white and performed baptisms.",0
16088,Fine ash can deposit over large areas.,0
16089,"Their first son Gabriel was born on July 12 , 2003 and their second son Dillon was born on August 14 , 2007.",0
16090,"He had one younger sister , Kashmira.",0
16091,"In neighboring Newfoundland , the new dominion suffered a devastating loss on July 1 , 1916 , the First day on the Somme.",0
16092,"He played the viola da gamba at this time , as well as the cello.",0
16093,"Before the days of cultured pearls , black pearls were rare and highly valued for the simple reason that white pearl oysters rarely produced naturally black pearls , and black pearl oysters rarely produced any natural pearls at all.",0
16094,"Wolf is buried in the Zentralfriedhof in Vienna , along with many other notable composers.",0
16095,Ingmar was locked up in dark closets for `` infractions '' like wetting the bed.,0
16096,It was never a threat to land.,0
16097,Long also revealed that JBL was the number one contender for the World Heavyweight Championship.,0
16098,"Pena was born in Hyannis , Massachusetts.",0
16099,"Unpredictable results may happen using other wikitable features such as rowspanning , creating a new row within an argument , or the like.",0
16100,"The main variants named using this convention are : Bird Flu , Human Flu , Swine Flu , Horse Flu and Dog Flu.",0
16101,"Because Amalthea is in synchronous rotation , Jupiter would not appear to move , and would be invisible from one side of Amalthea.",0
16102,The population of Great Inagua is 969.,0
16103,The islands are sometimes called Tomorrow Island and Yesterday Isle because the time in Big Diomede is 21 hours ahead of Little Diomede.,0
16104,Morrison and fellow UCLA student Ray Manzarek were the first two members of The Doors.,0
16105,"It was named in March 2005 after Mneme , one of the three original Muses.",0
16106,The hour is a unit of time.,0
16107,The Delta begins slightly down-river from Cairo.,0
16108,"With little warning , a second earthquake of magnitude 5.1 May 18 triggered a massive collapse of the north face of the mountain.",0
16109,Its French name is cafetiÃ¨re Ã  piston.,0
16110,Anquetil won all three of the Grand Tours - the first cyclist to do so.,0
16111,"Squid , like cuttlefish , have eight arms arranged in pairs and two longer tentacles.",0
16112,The text '' '' will generate a tag which looks something like the one below.,0
16113,The British launched two unsuccessful counterattacks but fought off Italian attacks on two further hills.,0
16114,Sylvia is orbited by two small moons.,0
16115,"Venus is the second-closest planet to the Sun , orbiting it every 224.7 Earth days.",0
16116,Utah is a great geographical tourism site.,0
16117,A warranty may be express or implied.,0
16118,They surprised Lieutenant Jenkins and his men and captured Fort Ouiatenon without firing a shot.,0
16119,"He has made many recordings , especially of violin music which is not well known.",0
16120,Rolling Stone called Love `` the most controversial woman in the history of rock ''.,0
16121,Hugo took on the role of a maverick and got little done in the Senate.,0
16122,"Two years later the go-ahead was given for a new housing development to take part on the site , consisting of 474 homes.",0
16123,"The religious life takes place in mosques belonging to organizations that represent one of the currents of Turkish , Bosnian and Arab Muslims.",0
16124,Copper explains that he is a hunting dog now and things are different between them.,0
16125,It is also known as White Twinevine.,0
16126,They may also damage trees in forests.,0
16127,All ages are of The Last Olympian.,0
16128,"As a rule of thumb , use one third as much dried as fresh thyme - a little less if it is ground.",0
16129,"It first began selling books online in the late 1980s , but the company 's web site was not launched until May 1997.",0
16130,The first modern shorthand systems were geometric.,0
16131,"Home to millions of species , including humans , Earth is the only place in the Universe where life is known to exist.",0
16132,This is known as open loop control.,0
16133,McCoy goes by the stage name of `` Martin Luther '' in his music career.,0
16134,He founded the Sistine Chapel where the team of artists he brought together and introduced the Early Renaissance to Rome with the first masterpiece of the city 's new artistic age.,0
16135,"In the town live approximately 18,000 inhabitants.",0
16136,It was also used to make suitcases.,0
16137,James McHenry was an early American statesman.,0
16138,"Use full image syntax , for example.",0
16139,They also have won two Greek Cups and played in an additional two Cup finals.,0
16140,Hieronymus Bosch was an Early Netherlandish painter.,0
16141,"Streicher was born in Fleinhausen , Kingdom of Bavaria , one of nine children of the teacher Friedrich Streicher and his wife Anna.",0
16142,I have nothing to apologise for . '',0
16143,He led Georgia Tech to two Southeastern Conference championships and one national championship in 1952.,0
16144,Jack Donahue was a bushranger in Australia.,0
16145,Charles de Valois was married three times.,0
16146,VÄtrnÃ½ JenÃ­kov was first documented in 1226.,0
16147,Doing so confirms IQ gains over time.,0
16148,See also List of bodies of water in Bali and List of mountains in Bali.,0
16149,They are probably better known today as the tough material given to parakeets and other caged birds as a source of dietary calcium.,0
16150,"When taking off , albatrosses need to take a run up to allow enough air to move under the wing to provide lift.",0
16151,"No one will grant us deliverance , Not god , nor Tsar , nor hero.",0
16152,"The name comes from zygosporangia , where resistant spherical spores are formed during sexual reproduction.",0
16153,"During his life , Tolstoy came to the conclusion that William Shakespeare was a bad dramatist and not a true artist at all.",0
16154,Cheerios is a brand of breakfast cereal.,0
16155,"Having started the Premier League season with an away match , beating Charlton 3-0 , Manchester City 's first home league match in their new stadium was not until 23 August.",0
16156,"Being the only boy in his class to have never kissed a girl , Butters purchases his first kiss from Sally , a girl who gives away kisses for $ 5.",0
16157,"The old man with whom he lives has a clouded , pale , blue `` vulture-like '' eye which so distresses the narrator that he plots to murder the old man.",0
16158,The first recorded use of Maroon as a color name in English was in 1789.,0
16159,He is the oldest of nine children.,0
16160,"Approximately 1,100 of his poems remain today.",0
16161,The total area is 35.35 % water.,0
16162,He was born and raised in Incheon.,0
16163,This subtemplate is supposed to be empty.,0
16164,Hummingbirds are birds comprising the family Trochilidae.,0
16165,"Built of brick and wood , it had two stories with a three story tower.",0
16166,Arizona does not observe daylight saving time.,0
16167,Direct current may be made into alternating current with an inverter or a motor-generator set.,0
16168,"This allows three eastbound destinations : New York , Boston , or both if the train hasn't reached the junction point yet.",0
16169,"Despite the name , it is not related to black pepper or to chili peppers.",0
16170,There are many types of color blindness.,0
16171,It is home to the OpÃ©ra Bastille.,0
16172,"Who knows , maybe if Ian MacKaye was wearing eyeliner then I would be . ''",0
16173,"Founded by Ion RaÅ£iu , it published its first issue on May 10 , 1991.",0
16174,Robinson did not long outlive his son.,0
16175,Kangaroo mice construct burrows in fine sand.,0
16176,The river is about 50 kilometres long.,0
16177,`` The Knight in the Panther 's Skin '' has been translated into many languages.,0
16178,In 1395 the Eski cami was built as one of the first in the Balkans.,0
16179,It took 20 days for new trees and vegetation to grow following the storms passing.,0
16180,There are four flamingo species in the Americas and two species in the Old World.,0
16181,GacktJob is Gackt 's live support band.,0
16182,The first storm of 1979 was named Alice and the final one was named Ben.,0
16183,"Incubation lasts around 70 to 80 days , the longest incubation period of any bird.",0
16184,Video games in the Mega Man series.,0
16185,"Fallaci was born in Florence , Italy.",0
16186,"It is also a good place for surf and kiteboarding practice , especially in winter.",0
16187,"As it zigzagged from water to land , it became the first storm in recorded history to make landfall in Florida four times.",0
16188,Many U.S. states also have such departments.,0
16189,BDD may co-exist with generalized anxiety disorder.,0
16190,"By the end of the 19th century , teams began the practice of wearing one of two different uniforms , one when they played in their own baseball stadium and a different one when they played on the road.",0
16191,"If you believe you may be notable enough , make your case on the appropriate talk pages , and seek consensus first , both with the notability and any proposed autobiography.",0
16192,Children 's games include Viti-Dandu and Pakada-pakadi.,0
16193,"In February 2007 , he was appointed by the Assembly to another four-year term which , will run until the end of 2011.",0
16194,"After a capture with a pawn , a player may end up with two pawns on the same file , called doubled pawns.",0
16195,"Its name evokes at the same time the new city and the memory of Ascq , martyr city of 1 April 1944 , date on which the Nazis massacred 86 men.",0
16196,Polar bears rarely live beyond 25 years.,0
16197,There are two clinical forms of smallpox.,0
16198,This made him the first little person wrestler to win a championship in WWE history.,0
16199,See List of compositions by Germaine Tailleferre.,0
16200,"The first white explorer , George Wilson Evans , entered the Lachlan Valley in 1815.",0
16201,"Besides Api-Api , another suggested historical name was Deasoka , which roughly means `` below the coconut tree '' in the Bajau language.",0
16202,"Like Searcy County , the city takes its name from Richard Searcy , a judge for the Superior Court of the Arkansas Territory.",0
16203,"The new stadium took its name from the street , which encloses the ground on three sides , the fourth being the river.",0
16204,"Chicken eggs are widely used in many types of dishes , both sweet and savory.",0
16205,He served during the first term of President George W. Bush from 2001 until 2005.,0
16206,Silt may occur as a soil or as suspended sediment in a surface water body.,0
16207,In this sense `` mother figure '' may be considered an archetype and may be identified in various characters with otherwise distinct personalities.,0
16208,He was born and raised in Seoul.,0
16209,AntonÃ­n Klimek was Czech historian whose work focused mainly on history of Czechoslovakian First Republic.,0
16210,Gellar left All My Children in 1995.,0
16211,Helsinki has Finland 's largest fair center.,0
16212,"He was born in BoyacÃ¡ , Colombia.",0
16213,"For BC , make the number negative.",0
16214,Potoroos live under dense bushes and shrubs.,0
16215,Eisenstein 's foray into the west made the staunchly Stalinist film industry look upon him with a suspicion that would never completely disappear.,0
16216,"McKay , like most of the men in her life , was abusive , but he did try to get her off drugs.",0
16217,If none of the clients are on the network the server returns an empty list.,0
16218,There are three types of special boxes.,0
16219,"During the late 1970s , the 1980s and early 1990s , New York City had a lot more crime than it does today.",0
16220,"Chelsea 26 vs. Hungary , 11 May 2006",0
16221,"In most heat engines , a bit more than half is lost as excess heat.",0
16222,Hercules tells Zeus he loves him too.,0
16223,She and her husband are both Jewish and married in 1984 and have two children.,0
16224,"By the day after the storm , about 3,000 remained without electricity on the island.",0
16225,The building still stands today and is.,0
16226,Shamlou decides to leave school for good.,0
16227,"Stems can refer to two things in music , relating to music notation and production.",0
16228,Lauri Porra is a Finnish bassplayer best known for his work in Stratovarius and Sinergy.,0
16229,The Tezcatlipoca figure goes back to earlier Mesoamerican deities worshipped by the Olmec and Maya.,0
16230,"One of the most popular early cookies , which traveled especially well and became known on every continent by similar names , was the jumble , a relatively hard cookie made largely from nuts , sweetener , and water.",0
16231,This material would eventually form the Moon.,0
16232,"Today , the Comanche Nation consists of 14,105 members , about half of whom live in Oklahoma , and the remainder are concentrated in Texas , California , and New Mexico.",0
16233,"There are two forms of beta decay , Î² and Î² + , which respectively give rise to the electron and the positron.",0
16234,"Fish do not breathe through their noses , but they do have two small holes used for smelling which may be called nostrils.",0
16235,There are also three communities of Muslims.,0
16236,Many alkaloids are toxic to other organisms.,0
16237,"Oat extract can also be used to soothe skin conditions , as in skin lotions.",0
16238,She thinks that Leporello is actually Giovanni.,0
16239,"The strength of players like Brad Park , Jean Ratelle , Vic Hadfield and Rod Gilbert would still carry them through the playoffs.",0
16240,The first recorded use of coral as a color name in English was in 1513.,0
16241,"It has a stocky build , rounded ears , and a short , broad head.",0
16242,Shower doors are doors used in bathrooms that help keep water inside a shower or bathtub and are great alternatives to shower curtains.,0
16243,The moon will one day either break up into a planetary ring or hit Uranus.,0
16244,"Today he lives in Redmond , Washington.",0
16245,"Planck graduated early , at age 17.",0
16246,This was the first time an asteroidal moon had been discovered by a ground-based telescope.,0
16247,BSELP003 - Endangered Species LP BSELP3EP1 - Endangered Species LP Part One A. Black Sun Empire - Potemkin B. Black Sun Empire & Noisia - Winter War C. Black Sun Empire - Don't You D. Jade - Acid Flood,0
16248,Children can feed and pet the animals.,0
16249,"Cytosine has a half-life of 19 days at 100 and 17,000 years in freezing water.",0
16250,"In some parts of the world , it is called railway time or continental time.",0
16251,The `` 1933 Express '' comfortably won the first round of the First Division championship.,0
16252,"There you may find properly referenced reports of well-publicised debates next to vague assertions that `` Some people say X , while others think Y. '' Treat everything on its merits.",0
16253,Costa Rica finished in the fourth place.,0
16254,This allows for communication with friends of friends and for the building of chatrooms for instant messages with all friends on that network.,0
16255,The second season introduces a new format that includes new signs and more original music.,0
16256,The tail is darkly colored and straight.,0
16257,"Alyosha promises to remember Kolya , Ilyusha , and all the boys and keep them close in his heart , even though he will have to leave them and may not see them again until many years have passed.",0
16258,"If the type of ISBN must be specified , the and templates may be used.",0
16259,Everything else is exactly the same as.,0
16260,Agrippa was born in Cologne in 1486.,0
16261,There may not be enough trained health workers or monetary resources to provide even a basic level of medical care and disease prevention.,0
16262,"Originally , circular knitting was done using a set of four or five double-pointed needles.",0
16263,None of the latter were double steals.,0
16264,"The last members of the class were withdrawn in 1991 , and none were preserved.",0
16265,Beavers also noted that characters with opposing viewpoints were often set up to be `` bad people '' in the viewer 's eyes.,0
16266,See The viola in popular music below.,0
16267,The great Florentine painter Cimabue discovered Giotto drawing pictures of his sheep on a rock.,0
16268,"Various inflationary pressures , perhaps due to influx of New World gold and rising population , set the stage for social upheaval with the gap between the rich and poor widening.",0
16269,"They were married on September 3 , 2000 , and live in New York City.",0
16270,"Born in Augusta , New York , William Miller graduated from Hamilton College in 1861.",0
16271,"In the last few days before the march , 4 i of rain had fallen , leaving the roads muddy and travel difficult.",0
16272,"Media studies students may see themselves as observers of media , not creators or practitioners.",0
16273,The May Queen is a girl who is selected to ride or walk at the front of a parade for May Day celebrations.,0
16274,The sisters never saw each other again.,0
16275,"Mauro Ramos , full name Mauro Ramos de Oliveira , was a Brazilian football player.",0
16276,The water surface area is 1.68 km.,0
16277,See WikiProject Geographical coordinates for further information.,0
16278,Wine is produced in the Thur valley.,0
16279,"Most competitive teams keep two sets of uniforms , with one design emphasizing the primary color and the other emphasizing the secondary color.",0
16280,"The instructions are read by the bot once every 30 minutes , so changes you make here will take some time to be automatically reflected on pages serviced by the bots.",0
16281,"The name `` kangaroo mouse '' refers to the species ' extraordinary jumping ability , as well as its habit of bipedal locomotion.",0
16282,"The name Oklahoma comes from the Choctaw phrase okla homma , literally meaning red people.",0
16283,It was at this time that the building was given its current name : Ungdomshuset.,0
16284,"Coe was born in Chiswick , London.",0
16285,A young tree is called a sapling.,0
16286,"Sled dogs , known also as sleightman dogs , sledge dogs , or sleddogs are types of dogs that are used to pull a wheel-less vehicle on runners over snow or ice , by means of harnesses and lines.",0
16287,Kristen Stewart was born and raised in.,0
16288,"In one large group of sea slugs , the gills are arranged as a rosette of feathery plumes on their backs , which gives rise to their other name , nudibranchs.",0
16289,Color is not one of them . '',0
16290,"Digambara is one of the two main sects of Jainism , the other being Svetambar.",0
16291,The marriage was annulled after two years.,0
16292,"Fame will go by , and , so long , I 've had you fame.",0
16293,Armani Collezioni is another high-end Armani sub-label.,0
16294,Kebabs are often eaten as take-away food on the way home after a night out.,0
16295,If I hadn't heard her I 'd have probably done something entirely different . '',0
16296,"Households headed by persons who identified as being Asian alone , on the other hand , were overrepresented among the top two quintiles.",0
16297,It is celebrated as New Year 's Day by those still following the Julian calendar.,0
16298,The baptismal record gives his name in Latinized form as Joannes Chrysostomus Wolfgangus Theophilus Mozart.,0
16299,"It is a tributary of the Connecticut River , which flows to Long Island Sound.",0
16300,Hampden is one of only two Scottish football stadiums to receive a UEFA 5-star rating.,0
16301,The wavelet transform is also easy to put into practice using the fast wavelet transform.,0
16302,The first encore is a fast polka.,0
16303,It is one of twelve secondary schools run by the Aberdeen City Council educational department.,0
16304,"Lie died on 30 December , 1968 of a heart attack in Geilo , Norway.",0
16305,"Similarly , some railway timetables show 00:00 as departure time and 24:00 as arrival time.",0
16306,"It is 307 miles long by 118 miles wide with a shoreline 1,640 miles long.",0
